,participant_id,experiment_nr,step_count,gt_step_time,us_step_time,gt_cycle_time,us_cycle_time,gt_cadence,us_cadence,gt_ambulation_time,us_ambulation_time,gt_velocity,us_velocity,gt_step_length,us_step_length
181,p35,1,8,665.0,662.0,1335.0,1335.0,90.5,90.51724137931035,4640.0,4640.0,89.3,90.7896551724138,58.925,60.82906896551725
182,p35,2,8,495.0,490.0,985.0,983.3333333333334,121.4,122.44897959183673,3460.0,3430.0,122.2,122.81749271137026,60.2,61.40874635568513
183,p35,3,8,670.0,670.0,1335.0,1345.0,89.9,89.55223880597015,4670.0,4690.0,89.8,89.82174840085287,59.644999999999996,60.180571428571426
184,p35,0,7,610.0,605.0,1220.0,1204.0,98.6,99.17355371900827,3650.0,3630.0,126.8,116.05068870523417,77.155,69.6304132231405
185,p35,1,8,670.0,672.0,1340.0,1341.6666666666667,89.6,89.171974522293,4690.0,4710.0,88.4,89.44033970276008,59.345,59.92502760084926
186,p35,2,8,485.0,484.0,970.0,973.3333333333334,123.2,123.8938053097345,3410.0,3390.0,126.3,124.26666666666667,61.365,59.647999999999996
187,p35,3,8,655.0,657.0,1310.0,1315.0,91.7,91.30434782608695,4580.0,4600.0,94.1,91.5791304347826,61.395,59.52643478260869
188,p35,0,8,515.0,508.0,1030.0,1013.3333333333334,116.7,117.97752808988764,3600.0,3560.0,111.6,118.33258426966292,57.480000000000004,60.34961797752809
189,p35,1,8,625.0,615.0,1245.0,1228.3333333333333,96.6,97.4477958236659,4350.0,4310.0,95.8,97.74106728538283,59.475,60.59946171693735
190,p35,2,8,570.0,568.0,1140.0,1131.6666666666667,105.0,105.52763819095478,4000.0,3980.0,105.8,105.84522613065327,60.325,60.33177889447236
191,p35,3,8,630.0,641.0,1255.0,1280.0,95.5,93.54120267260579,4400.0,4490.0,95.5,93.8227171492205,60.375,59.10831180400891
192,p35,0,8,540.0,548.0,1080.0,1085.0,110.8,109.375,3790.0,3840.0,115.4,109.70416666666668,62.815,59.24025000000001
193,p35,1,8,675.0,680.0,1345.0,1358.3333333333333,89.0,88.23529411764706,4720.0,4760.0,89.9,88.50084033613446,60.19,59.29556302521009
194,p35,2,8,515.0,517.0,1035.0,1031.6666666666667,115.7,116.02209944751382,3630.0,3620.0,116.5,116.37127071823204,60.480000000000004,60.51306077348066
195,p35,3,8,650.0,651.0,1305.0,1301.6666666666667,91.9,92.10526315789474,4570.0,4560.0,91.2,92.38245614035087,59.370000000000005,59.124771929824554
196,p35,0,6,600.0,596.0,1190.0,1195.0,100.7,100.67114093959732,2980.0,2980.0,113.7,114.51812080536914,67.71000000000001,68.71087248322148
197,p35,1,8,620.0,622.0,1255.0,1245.0,97.2,96.33027522935781,4320.0,4360.0,100.1,96.62018348623853,62.055,60.87071559633028
198,p35,2,8,490.0,495.0,985.0,993.3333333333334,122.4,121.03746397694523,3430.0,3470.0,122.6,121.40172910662824,60.06,59.486847262247835
199,p35,3,8,645.0,648.0,1290.0,1291.6666666666667,92.9,92.51101321585904,4520.0,4540.0,93.2,92.78942731277533,60.010000000000005,60.31312775330397
